Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,"₹ 3,376","₹ 18,863",1,No,13,3,3,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,"₹ 8,823","₹ 24,608",0,No,18,3,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,"₹ 10,322","₹ 26,542",4,No,20,4,4,14,6,3,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,"₹ 4,621","₹ 5,869",1,No,19,3,4,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,"₹ 10,976","₹ 15,813",3,No,18,3,2,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,"₹ 3,660","₹ 7,909",3,No,13,3,4,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,"₹ 10,482","₹ 2,326",9,No,14,3,4,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,"₹ 7,119","₹ 21,214",4,No,15,3,3,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,"₹ 9,582","₹ 10,333",0,Yes,22,4,1,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,"₹ 4,508","₹ 3,129",1,No,22,4,2,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,"₹ 2,207","₹ 22,482",1,No,16,3,4,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,"₹ 7,756","₹ 22,266",0,No,17,3,3,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,"₹ 6,694","₹ 24,223",2,Yes,14,3,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,"₹ 3,691","₹ 4,605",1,Yes,15,3,2,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,"₹ 2,377","₹ 19,373",1,No,20,4,3,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,"₹ 2,313","₹ 2,993",4,Yes,20,4,2,5,0,3,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,"₹ 17,665","₹ 14,399",0,No,17,3,4,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,"₹ 2,596","₹ 7,160",1,No,15,3,1,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,"₹ 4,728","₹ 17,251",3,Yes,14,3,4,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,"₹ 4,302","₹ 13,401",0,No,17,3,3,4,3,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,"₹ 2,979","₹ 22,478",3,No,17,3,4,6,2,3,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,"₹ 16,885","₹ 16,154",2,No,22,4,3,27,3,2,5,4,2,1
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,"₹ 5,593","₹ 17,970",1,No,13,3,4,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,"₹ 10,445","₹ 15,322",7,No,19,3,4,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,"₹ 8,740","₹ 5,569",0,Yes,14,3,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,"₹ 2,514","₹ 26,968",4,No,22,4,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,"₹ 7,655","₹ 8,039",0,No,17,3,2,10,3,2,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,"₹ 17,465","₹ 15,596",3,No,12,3,4,23,3,3,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,"₹ 7,351","₹ 20,619",7,No,16,3,3,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,"₹ 10,820","₹ 11,535",8,No,11,3,3,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,"₹ 12,169","₹ 13,547",7,No,11,3,4,21,4,3,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,"₹ 19,626","₹ 17,544",1,No,14,3,1,21,2,4,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,"₹ 2,070","₹ 25,326",1,Yes,11,3,3,2,6,4,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,"₹ 6,782","₹ 8,770",9,No,15,3,3,9,2,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,"₹ 7,779","₹ 23,238",2,No,20,4,1,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,"₹ 2,791","₹ 21,981",0,No,12,3,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,"₹ 3,201","₹ 19,911",0,No,17,3,1,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,"₹ 4,968","₹ 18,500",1,No,11,3,4,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,"₹ 13,120","₹ 11,879",6,No,17,3,2,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,"₹ 4,033","₹ 15,834",2,No,11,3,4,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,"₹ 3,291","₹ 17,940",0,No,14,3,4,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,"₹ 4,272","₹ 9,558",4,No,19,3,1,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,"₹ 5,056","₹ 17,689",1,Yes,15,3,3,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,"₹ 2,844","₹ 6,004",1,No,13,3,4,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,"₹ 2,703","₹ 22,088",1,Yes,14,3,4,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,"₹ 1,904","₹ 13,556",1,No,12,3,4,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,"₹ 8,224","₹ 18,385",0,Yes,17,3,1,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,"₹ 4,766","₹ 9,051",3,Yes,11,3,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,"₹ 2,610","₹ 6,233",1,No,12,3,3,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,"₹ 5,731","₹ 17,171",7,No,13,3,3,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,"₹ 2,539","₹ 7,950",1,No,13,3,3,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,"₹ 5,714","₹ 5,829",1,No,20,4,1,6,3,2,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,"₹ 4,323","₹ 7,108",1,No,17,3,2,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,"₹ 7,336","₹ 11,162",1,No,13,3,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,"₹ 13,499","₹ 13,782",9,No,17,3,3,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,"₹ 13,758","₹ 2,447",0,Yes,12,3,2,22,2,2,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,"₹ 5,155","₹ 2,253",7,No,13,3,4,9,3,4,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,"₹ 2,258","₹ 16,340",6,No,12,3,2,10,2,3,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,"₹ 3,597","₹ 6,409",8,No,22,4,4,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,"₹ 2,515","₹ 22,955",1,Yes,11,3,4,1,4,2,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,"₹ 4,420","₹ 13,421",1,No,22,4,2,8,2,3,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,"₹ 6,578","₹ 2,706",1,No,18,3,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,"₹ 4,422","₹ 21,203",3,Yes,13,3,4,16,3,1,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,"₹ 10,274","₹ 19,588",2,No,18,3,2,15,2,4,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,"₹ 5,343","₹ 25,755",0,No,20,4,3,14,3,3,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,"₹ 2,376","₹ 26,537",1,No,13,3,2,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,"₹ 5,346","₹ 9,489",8,No,13,3,2,7,2,2,4,3,1,3
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,"₹ 2,827","₹ 14,947",1,No,12,3,3,1,3,3,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,"₹ 19,943","₹ 18,575",4,No,13,3,4,28,2,3,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,"₹ 3,131","₹ 26,342",1,No,13,3,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,"₹ 2,552","₹ 7,172",1,No,25,4,3,1,4,3,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,"₹ 4,477","₹ 20,100",4,Yes,19,3,3,7,2,2,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,"₹ 6,474","₹ 9,961",1,No,13,3,2,14,2,2,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,"₹ 3,033","₹ 12,828",1,No,12,3,1,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,"₹ 2,936","₹ 10,826",1,Yes,11,3,3,6,4,3,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,"₹ 18,606","₹ 18,640",3,No,18,3,2,26,6,3,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,"₹ 2,168","₹ 26,933",0,Yes,18,3,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,"₹ 2,853","₹ 4,223",0,Yes,11,3,2,1,5,3,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,"₹ 17,048","₹ 24,097",8,No,23,4,1,28,2,3,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,"₹ 2,290","₹ 4,279",2,No,13,3,4,6,3,3,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,"₹ 3,600","₹ 8,429",1,No,13,3,4,5,2,3,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,"₹ 2,107","₹ 20,293",6,No,17,3,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,"₹ 4,115","₹ 13,192",8,No,19,3,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,"₹ 4,327","₹ 25,440",5,No,12,3,4,5,2,3,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,"₹ 17,856","₹ 9,490",2,No,22,4,3,32,3,3,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,"₹ 3,196","₹ 12,449",1,No,12,3,3,6,2,3,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,"₹ 19,081","₹ 10,849",5,No,11,3,1,25,2,3,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,"₹ 8,966","₹ 21,026",3,Yes,15,3,4,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,"₹ 2,210","₹ 3,372",1,No,13,3,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,"₹ 4,539","₹ 4,905",1,No,12,3,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,"₹ 2,741","₹ 6,865",1,No,14,3,3,7,4,3,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,"₹ 3,491","₹ 11,309",1,No,13,3,1,10,4,2,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,"₹ 4,541","₹ 7,744",1,No,25,4,2,20,3,3,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,"₹ 2,678","₹ 5,050",1,No,17,3,4,2,2,3,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,"₹ 7,379","₹ 17,433",2,No,11,3,3,12,3,2,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,"₹ 6,272","₹ 12,858",7,No,16,3,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,"₹ 5,220","₹ 10,893",0,Yes,18,3,2,12,3,3,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,"₹ 2,743","₹ 7,331",1,No,20,4,3,2,2,3,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,"₹ 4,998","₹ 2,338",4,Yes,14,3,4,10,2,3,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,"₹ 10,252","₹ 4,235",2,Yes,21,4,3,17,2,3,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,"₹ 2,781","₹ 6,311",0,No,13,3,2,15,5,3,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,"₹ 6,852","₹ 11,591",7,No,12,3,2,7,2,4,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,"₹ 4,950","₹ 20,623",0,No,14,3,2,5,4,3,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,"₹ 3,579","₹ 9,369",0,Yes,21,4,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,"₹ 13,191","₹ 23,281",3,Yes,17,3,3,20,6,3,1,0,0,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,"₹ 10,377","₹ 13,755",4,Yes,11,3,2,16,6,2,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,"₹ 2,235","₹ 14,377",1,Yes,14,3,4,9,3,2,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,"₹ 10,502","₹ 9,659",7,No,17,3,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,"₹ 2,011","₹ 19,982",1,No,13,3,4,10,5,3,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,"₹ 1,859","₹ 6,148",1,Yes,25,4,2,1,2,4,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,"₹ 3,760","₹ 5,598",1,No,15,3,1,3,5,3,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,"₹ 17,779","₹ 23,474",3,No,14,3,1,36,2,3,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,"₹ 6,833","₹ 17,089",1,Yes,12,3,4,6,2,2,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,"₹ 6,812","₹ 17,198",1,No,19,3,2,10,2,3,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,"₹ 5,171","₹ 16,490",5,No,17,3,4,13,2,3,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,"₹ 19,740","₹ 18,625",3,No,14,3,2,25,2,3,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,"₹ 18,711","₹ 12,124",2,No,13,3,3,23,2,4,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,"₹ 3,692","₹ 9,256",1,No,12,3,3,12,2,2,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,"₹ 2,559","₹ 16,620",5,No,11,3,3,7,4,2,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,"₹ 2,517","₹ 3,208",1,No,11,3,2,5,2,3,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,"₹ 6,623","₹ 4,204",1,Yes,11,3,2,6,2,3,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,"₹ 18,265","₹ 8,733",6,No,12,3,3,25,3,4,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,"₹ 16,124","₹ 3,423",3,No,14,3,2,9,2,2,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,"₹ 2,585","₹ 21,643",0,No,17,3,4,2,5,2,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,"₹ 18,213","₹ 8,751",7,No,11,3,3,26,5,3,22,9,3,10
33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,"₹ 8,380","₹ 21,708",0,Yes,14,3,4,10,3,3,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,"₹ 2,994","₹ 21,221",1,Yes,12,3,4,1,2,3,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,"₹ 1,223","₹ 16,901",1,No,22,4,4,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,"₹ 1,118","₹ 8,040",1,Yes,14,3,4,1,4,3,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,"₹ 2,875","₹ 9,973",1,Yes,20,4,2,8,2,2,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,"₹ 18,824","₹ 2,493",2,Yes,16,3,1,26,2,3,24,10,1,11
55,No,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,"₹ 13,577","₹ 25,592",1,Yes,15,3,4,34,3,3,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,"₹ 2,625","₹ 25,308",1,No,20,4,3,2,2,1,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,"₹ 18,789","₹ 9,946",2,No,14,3,3,26,2,3,11,4,0,8
34,No,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,"₹ 4,538","₹ 6,039",0,Yes,12,3,4,4,3,3,3,2,0,2
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,"₹ 19,847","₹ 19,196",4,Yes,24,4,1,31,5,2,29,10,11,10
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,"₹ 10,512","₹ 20,002",6,No,12,3,4,25,6,2,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,"₹ 4,444","₹ 22,534",4,No,13,3,3,15,2,4,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,"₹ 2,154","₹ 6,842",0,Yes,11,3,3,5,2,2,4,2,0,2
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,"₹ 19,190","₹ 17,477",1,No,14,3,4,26,4,2,25,9,14,13
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,"₹ 4,490","₹ 21,833",4,No,11,3,4,14,5,4,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,"₹ 3,506","₹ 6,020",0,Yes,14,3,4,4,3,3,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,"₹ 2,372","₹ 5,628",6,Yes,16,3,4,18,2,3,1,0,0,0
